,mw,0.7915242483185391,214,piaffe	0.7907082773487516	85,states	1.0	971
13472,1.91,0.0,3.0,,
13473,1.25,0.0,3.0,,
13474,0.97,0.0,3.0,,
13475,2.41,0.0,2.0,,
13476,2.09,0.0,2.0,,
13477,1.58,0.0,1.0,,
13478,1.51,0.0,2.0,,
13479,1.50,0.0,10.0,,
13480,1.53,0.0,3.0,,
13481,1.93,0.0,2.0,,
13482,1.68,0.0,2.0,,
13483,1.27,0.0,2.0,,
13484,0.39,0.0,3.0,,
13485,2.56,0.0,4.0,,
13486,2.20,0.0,3.0,,
13487,3.30,0.0,2.0,,
13488,1.12,0.0,10.0,,
13489,2.02,0.0,3.0,,
13490,1.66,0.0,2.0,,
13491,3.47,0.0,1.0,,
13492,3.33,0.0,1.0,,
13493,2.96,0.0,1.0,,
13494,2.43,0.0,2.0,,
13495,2.35,0.0,3.0,,
13496,1.56,0.0,1.0,,
13497,1.92,0.0,1.0,,
13498,2.16,0.0,2.0,,
13499,1.26,0.0,2.0,,
13500,0.31,0.0,2.0,,
13501,2.94,0.0,1.0,,
13502,2.05,0.0,1.0,,
13503,1.76,0.0,3.0,,
13504,1.34,0.0,1.0,,
13505,2.78,0.0,1.0,,
13506,2.67,0.0,1.0,,
13507,2.38,0.0,1.0,,
13508,1.95,0.0,2.0,,
13509,1.73,0.0,2.0,,
13510,1.01,0.0,3.0,,
13511,0.87,0.0,2.0,,
13512,2.25,0.0,5.0,,
13513,3.43,0.0,1.0,,
13514,0.93,0.0,1.0,,
13515,2.93,0.0,2.0,,
13516,3.26,0.0,1.0,,
13517,2.17,0.0,7.0,,
13518,2.30,0.0,2.0,,
13519,2.74,0.0,2.0,,
13520,3.85,0.0,4.0,,
13521,3.49,0.0,2.0,,
13522,2.70,0.0,2.0,,
13523,2.03,0.0,2.0,,
13524,2.32,0.0,1.0,,
13525,0.76,0.0,1.0,,
13526,2.61,0.0,2.0,,
13527,1.74,0.0,1.0,,
13528,1.86,0.0,2.0,,
13529,1.84,0.0,2.0,,
13530,2.19,0.0,1.0,,
13531,3.27,0.0,2.0,,
13532,3.08,0.0,4.0,,
13533,2.80,0.0,1.0,,
13534,3.42,0.0,1.0,,
13535,2.10,0.0,2.0,,
13536,1.07,0.0,2.0,,
13537,8.03,0.0,2.0,,
13538,7.25,0.0,2.0,,
13539,2.52,0.0,2.0,,
13540,2.28,0.0,1.0,,
13541,3.54,0.0,2.0,,
13542,3.73,0.0,1.0,,
13543,6.33,0.0,1.0,,
13544,6.23,0.0,2.0,,
13545,-6.14,0.0,1.0,,
13546,-3.17,0.0,1.0,,
13547,4.62,0.0,2.0,,
13548,2.64,0.0,2.0,,
13549,3.84,0.0,2.0,,
13550,1.69,0.0,1.0,,
13551,1.94,0.0,2.0,,
13552,6.43,0.0,1.0,,
13553,5.81,0.0,1.0,,
13554,1.08,0.0,1.0,,
13555,2.45,0.0,2.0,,
13556,1.82,0.0,1.0,,
13557,2.83,0.0,2.0,,
13558,2.99,0.0,2.0,,
13559,5.07,0.0,1.0,,
13560,4.99,0.0,1.0,,
13561,4.92,0.0,2.0,,
13562,2.54,0.0,1.0,,
13563,3.70,0.0,2.0,,
13564,2.11,0.0,1.0,,
13565,3.32,0.0,1.0,,
13566,2.04,0.0,1.0,,
13567,2.07,0.0,1.0,,
13568,2.62,0.0,2.0,,
13569,10.08,0.0,2.0,,
13570,6.74,0.0,1.0,,
13571,4.76,0.0,1.0,,
13572,3.31,0.0,1.0,,
13573,5.85,0.0,1.0,,
13574,7.60,0.0,1.0,,
13575,5.65,0.0,1.0,,
13576,5.23,0.0,1.0,,
13577,5.18,0.0,1.0,,
13578,8.44,0.0,2.0,,
13579,7.32,0.0,1.0,,
13580,5.71,0.0,2.0,,
13581,3.62,0.0,2.0,,
13582,5.54,0.0,2.0,,
13583,3.40,0.0,1.0,,
13584,2.66,0.0,3.0,,
13585,1.55,0.0,1.0,,
13586,1.63,0.0,2.0,,
13587,8.08,0.0,2.0,,
13588,5.40,0.0,1.0,,
13589,3.82,0.0,1.0,,
13590,4.68,0.0,1.0,,
13591,6.09,0.0,1.0,,
13592,4.52,0.0,2.0,,
13593,4.19,0.0,4.0,,
13594,6.76,0.0,1.0,,
13595,5.87,0.0,2.0,,
13596,4.58,0.0,1.0,,
13597,2.90,0.0,2.0,,
13598,2.73,0.0,2.0,,
13599,3.37,0.0,1.0,,
13600,5.78,0.0,1.0,,
13601,3.24,0.0,1.0,,
13602,-3.99,0.0,1.0,,
13603,9.93,0.0,2.0,,
13604,9.15,0.0,1.0,,
13605,12.26,0.0,1.0,,
13606,16.84,0.0,1.0,,
13607,8.99,0.0,2.0,,
13608,6.71,0.0,3.0,,
13609,8.02,0.0,1.0,,
13610,5.02,0.0,1.0,,
13611,6.93,0.0,2.0,,
13612,6.24,0.0,2.0,,
13613,8.81,0.0,1.0,,
13614,6.59,0.0,1.0,,
13615,4.63,0.0,2.0,,
13616,4.59,0.0,1.0,,
13617,2.59,0.0,1.0,,
13618,7.33,0.0,1.0,,
13619,9.82,0.0,1.0,,
13620,13.49,0.0,1.0,,
13621,5.38,0.0,2.0,,
13622,6.42,0.0,1.0,,
13623,4.02,0.0,1.0,,
13624,5.55,0.0,3.0,,
13625,5.00,0.0,3.0,,
13626,7.06,0.0,1.0,,
13627,5.28,0.0,1.0,,
13628,2.13,0.0,2.0,,
13629,5.37,0.0,1.0,,
13630,3.74,0.0,1.0,,
13631,10.27,0.0,1.0,,
13632,10.02,0.0,1.0,,
13633,6.07,0.0,1.0,,
13634,-6.22,0.0,1.0,,
13635,10.98,0.0,1.0,,
13636,8.92,0.0,2.0,,
13637,11.66,0.0,1.0,,
13638,17.93,0.0,2.0,,
13639,20.80,0.0,1.0,,
13640,7.34,0.0,1.0,,
13641,8.16,0.0,1.0,,
13642,4.29,0.0,4.0,,
13643,4.25,0.0,5.0,,
13644,0.21,0.0,8.0,,
13645,3.09,0.0,1.0,,
13646,8.45,0.0,1.0,,
13647,6.10,0.0,1.0,,
13648,12.22,0.0,1.0,,
13649,9.67,0.0,1.0,,
13650,1.96,0.0,1.0,,
13651,3.94,0.0,1.0,,
13652,8.23,0.0,1.0,,
13653,4.87,0.0,1.0,,
13654,3.71,0.0,1.0,,
13655,4.98,0.0,1.0,,
13656,8.80,0.0,2.0,,
13657,7.15,0.0,1.0,,
13658,9.34,0.0,1.0,,
13659,14.36,0.0,1.0,,
13660,16.66,0.0,2.0,,
13661,5.88,0.0,1.0,,
13662,6.54,0.0,1.0,,
13663,3.44,0.0,1.0,,
13664,3.41,0.0,2.0,,
13665,2.48,0.0,1.0,,
13666,6.77,0.0,1.0,,
13667,4.88,0.0,1.0,,
13668,9.79,0.0,2.0,,
13669,7.74,0.0,1.0,,
13670,1.57,0.0,1.0,,
13671,4.80,0.0,2.0,,
13672,10.54,0.0,1.0,,
13673,16.29,0.0,1.0,,
13674,15.23,0.0,1.0,,
13675,4.64,0.0,1.0,,
13676,6.30,0.0,1.0,,
13677,9.02,0.0,2.0,,
13678,7.45,0.0,1.0,,
13679,12.49,0.0,1.0,,
13680,7.82,0.0,2.0,,
13681,11.99,0.0,1.0,,
13682,18.18,0.0,1.0,,
13683,25.19,0.0,1.0,,
13684,13.18,0.0,1.0,,
13685,8.30,0.0,1.0,,
13686,6.95,0.0,1.0,,
13687,9.71,0.0,1.0,,
13688,15.16,0.0,1.0,,
13689,6.50,0.0,3.0,,
13690,6.19,0.0,1.0,,
13691,15.83,0.0,1.0,,
13692,13.19,0.0,1.0,,
13693,7.97,0.0,1.0,,
13694,3.57,0.0,1.0,,
13695,13.05,0.0,1.0,,
13696,12.20,0.0,1.0,,
13697,3.72,0.0,1.0,,
13698,5.05,0.0,1.0,,
13699,7.22,0.0,1.0,,
13700,5.97,0.0,1.0,,
13701,6.26,0.0,1.0,,
13702,9.60,0.0,1.0,,
13703,14.57,0.0,2.0,,
13704,20.18,0.0,1.0,,
13705,10.56,0.0,1.0,,
13706,6.65,0.0,2.0,,
13707,5.57,0.0,1.0,,
13708,7.78,0.0,2.0,,
13709,12.14,0.0,1.0,,
13710,5.21,0.0,2.0,,
13711,4.96,0.0,1.0,,
13712,12.68,0.0,1.0,,
13713,10.57,0.0,1.0,,
13714,6.39,0.0,1.0,,
13715,2.86,0.0,1.0,,
13716,9.87,0.0,1.0,,
13717,17.50,0.0,1.0,,
13718,20.79,0.0,1.0,,
13719,5.99,0.0,1.0,,
13720,11.25,0.0,1.0,,
13721,10.80,0.0,1.0,,
13722,5.22,0.0,1.0,,
13723,14.62,0.0,1.0,,
13724,7.17,0.0,1.0,,
13725,11.44,0.0,1.0,,
13726,18.83,0.0,1.0,,
13727,27.74,0.0,1.0,,
13728,20.60,0.0,1.0,,
13729,8.12,0.0,1.0,,
13730,10.37,0.0,1.0,,
13731,4.73,0.0,1.0,,
13732,8.69,0.0,1.0,,
13733,16.63,0.0,1.0,,
13734,15.15,0.0,1.0,,
13735,-3.62,0.0,1.0,,
13736,19.78,0.0,1.0,,
13737,17.08,0.0,1.0,,
13738,11.45,0.0,1.0,,
13739,5.33,0.0,1.0,,
13740,7.91,0.0,1.0,,
13741,14.02,0.0,1.0,,
13742,4.18,0.0,4.0,,
13743,11.71,0.0,1.0,,
13744,5.74,0.0,1.0,,
13745,15.09,0.0,2.0,,
13746,22.23,0.0,1.0,,
13747,16.50,0.0,1.0,,
13748,8.31,0.0,1.0,,
13749,3.79,0.0,1.0,,
13750,6.96,0.0,1.0,,
13751,13.32,0.0,1.0,,
13752,12.13,0.0,1.0,,
13753,15.84,0.0,1.0,,
13754,13.68,0.0,2.0,,
13755,9.17,0.0,1.0,,
13756,9.03,0.0,1.0,,
13757,17.64,0.0,1.0,,
13758,26.85,0.0,1.0,,
13759,17.61,0.0,1.0,,
13760,12.97,0.0,1.0,,
13761,14.53,0.0,1.0,,
13762,8.34,0.0,2.0,,
13763,17.20,0.0,1.0,,
13764,6.44,0.0,2.0,,
13765,10.43,0.0,1.0,,
13766,18.86,0.0,1.0,,
13767,29.77,0.0,1.0,,
13768,27.08,0.0,1.0,,
13769,8.04,0.0,1.0,,
13770,13.97,0.0,1.0,,
13771,7.79,0.0,1.0,,
13772,8.19,0.0,1.0,,
13773,16.78,0.0,1.0,,
13774,24.31,0.0,1.0,,
13775,16.23,0.0,1.0,,
13776,21.50,0.0,1.0,,
13777,15.26,0.0,1.0,,
13778,7.23,0.0,1.0,,
13779,14.13,0.0,1.0,,
13780,21.51,0.0,1.0,,
13781,14.11,0.0,1.0,,
13782,4.45,0.0,1.0,,
13783,10.39,0.0,1.0,,
13784,11.64,0.0,1.0,,
13785,6.68,0.0,1.0,,
13786,13.78,0.0,1.0,,
13787,5.16,0.0,1.0,,
13788,8.36,0.0,1.0,,
13789,15.11,0.0,1.0,,
13790,23.85,0.0,1.0,,
13791,21.69,0.0,1.0,,
13792,11.20,0.0,1.0,,
13793,4.57,0.0,1.0,,
13794,6.56,0.0,1.0,,
13795,13.44,0.0,2.0,,
13796,19.47,0.0,1.0,,
13797,4.71,0.0,1.0,,
13798,13.01,0.0,1.0,,
13799,17.23,0.0,2.0,,
13800,12.23,0.0,1.0,,
13801,7.84,0.0,1.0,,
13802,11.75,0.0,1.0,,
13803,17.22,0.0,1.0,,
13804,29.48,0.0,1.0,,
13805,28.11,0.0,1.0,,
13806,5.56,0.0,2.0,,
13807,15.34,0.0,1.0,,
13808,18.61,0.0,1.0,,
13809,11.79,0.0,1.0,,
13810,19.96,0.0,1.0,,
13811,6.72,0.0,1.0,,
13812,10.42,0.0,1.0,,
13813,19.00,0.0,1.0,,
13814,31.47,0.0,1.0,,
13815,34.36,0.0,1.0,,
13816,8.18,0.0,1.0,,
13817,18.12,0.0,1.0,,
13818,11.33,0.0,1.0,,
13819,7.76,0.0,1.0,,
13820,6.94,0.0,1.0,,
13821,16.20,0.0,1.0,,
13822,27.43,0.0,1.0,,
13823,12.39,0.0,1.0,,
13824,18.19,0.0,1.0,,
13825,-26.26,0.0,1.0,,
13826,19.62,0.0,1.0,,
13827,9.41,0.0,1.0,,
13828,13.79,0.0,1.0,,
13829,23.61,0.0,1.0,,
13830,22.52,0.0,1.0,,
13831,-4.46,0.0,1.0,,
13832,-12.29,0.0,1.0,,
13833,14.91,0.0,1.0,,
13834,15.99,0.0,1.0,,
13835,15.22,0.0,1.0,,
13836,25.21,0.0,1.0,,
13837,27.52,0.0,1.0,,
13838,6.55,0.0,1.0,,
13839,14.52,0.0,1.0,,
13840,9.07,0.0,1.0,,
13841,6.22,0.0,1.0,,
13842,12.98,0.0,1.0,,
13843,21.97,0.0,1.0,,
13844,21.04,0.0,1.0,,
13845,15.72,0.0,1.0,,
13846,10.77,0.0,1.0,,
13847,15.01,0.0,2.0,,
13848,6.92,0.0,1.0,,
13849,17.07,0.0,1.0,,
13850,30.92,0.0,1.0,,
13851,35.86,0.0,1.0,,
13852,5.53,0.0,1.0,,
13853,18.84,0.0,1.0,,
13854,-23.06,0.0,1.0,,
13855,15.58,0.0,1.0,,
13856,23.82,0.0,1.0,,
13857,6.02,0.0,1.0,,
13858,8.72,0.0,1.0,,
13859,17.65,0.0,1.0,,
13860,32.42,0.0,1.0,,
13861,48.95,0.0,1.0,,
13862,7.42,0.0,1.0,,
13863,1.72,0.0,1.0,,
13864,-22.39,0.0,1.0,,
13865,11.63,0.0,2.0,,
13866,5.47,0.0,1.0,,
13867,16.40,0.0,1.0,,
13868,28.96,0.0,1.0,,
13869,23.25,0.0,1.0,,
13870,17.80,0.0,1.0,,
13871,-31.27,0.0,1.0,,
13872,23.94,0.0,1.0,,
13873,12.03,0.0,2.0,,
13874,24.77,0.0,1.0,,
13875,28.73,0.0,1.0,,
13876,4.43,0.0,1.0,,
13877,18.47,0.0,1.0,,
13878,12.48,0.0,1.0,,
13879,19.08,0.0,1.0,,
13880,4.82,0.0,1.0,,
13881,6.99,0.0,1.0,,
13882,14.14,0.0,1.0,,
13883,25.97,0.0,1.0,,
13884,39.22,0.0,1.0,,
13885,5.94,0.0,1.0,,
13886,1.38,0.0,1.0,,
13887,9.31,0.0,1.0,,
13888,4.38,0.0,1.0,,
13889,13.14,0.0,1.0,,
13890,23.20,0.0,2.0,,
13891,18.63,0.0,1.0,,
13892,14.26,0.0,1.0,,
13893,-25.05,0.0,1.0,,
13894,19.18,0.0,1.0,,
13895,13.80,0.0,1.0,,
13896,fopen,0.0,2.0,,
13897,.txt,0.0,1.0,,
13898,'r,0.0,2.0,,
13899,fprintf,0.0,4.0,,
13900,alpha\n,0.0,1.0,,
13901,n*pi/180,0.0,2.0,,
13902,tsr*us*co,0.0,2.0,,
13903,tsr*us*sin,0.0,2.0,,
13904,u(,0.0,2.0,,
13905,"1,2",0.0,4.0,,
13906,vmag,0.0,4.0,,
13907,sqrt,0.0,4.0,,
13908,^2+v,0.0,2.0,,
13909,"1,",0.0,4.0,,
13910,^2,0.0,4.0,,
13911,wmag,0.0,4.0,,
13912,w(,0.0,2.0,,
13913,^2+w(,0.0,2.0,,
13914,aco,0.0,2.0,,
13915,.2d\n,0.0,2.0,,
13916,w.txt,0.0,1.0,,
13917,speed\n,0.0,1.0,,
13918,"n,",0.0,1.0,,
13919,gantt,0.0,3.0,,
13920,mech,0.0,2.0,,
13921,4010,0.0,1.0,,
13922,jon,0.0,1.0,,
13923,decoste,0.0,1.0,,
13924,denise,0.0,1.0,,
13925,mckay,0.0,1.0,,
13926,brian,0.0,2.0,,
13927,shaun,0.0,1.0,,
13928,murat,0.0,3.0,,
13929,koksal,0.0,3.0,,
13930,larry,0.0,2.0,,
13931,client,0.0,3.0,,
13932,omni-directional,0.0,1.0,,
13933,downfall,0.0,1.0,,
13934,inconsistent,0.0,3.0,,
13935,-starting,0.0,2.0,,
13936,selfstart,0.0,2.0,,
13937,holiday,0.0,1.0,,
13938,10ft,0.0,1.0,,
13939,5ft,0.0,1.0,,
13940,8ft,0.0,1.0,,
13941,rachals,0.0,4.0,,
13942,864,0.0,2.0,,
13943,......................................................................................................................,0.0,1.0,,
13944,...................................................................................................................,0.0,2.0,,
13945,..............................................................................................................................,0.0,1.0,,
13946,............................................................................................,0.0,2.0,,
13947,.....................................................,0.0,1.0,,
13948,...............................................................,0.0,1.0,,
13949,............................................................................,0.0,1.0,,
13950,.......................................................................................,0.0,1.0,,
13951,intellectual,0.0,3.0,,
13952,....................................................,0.0,2.0,,
13953,4.3.3,0.0,5.0,,
13954,....................................................................................................................,0.0,1.0,,
13955,..........................................................................,0.0,1.0,,
13956,5.7,0.0,6.0,,
13957,5.8,0.0,11.0,,
13958,5.8.1,0.0,2.0,,
13959,...........................................,0.0,1.0,,
13960,5.8.2,0.0,2.0,,
13961,manipulate,0.0,3.0,,
13962,...............................,0.0,1.0,,
13963,..................,0.0,1.0,,
13964,7.1,0.0,2.0,,
13965,figures,0.0,3.0,,
13966,4.8,0.0,11.0,,
13967,4.9,0.0,8.0,,
13968,h-,0.0,3.0,,
13969,darrius,0.0,1.0,,
13970,tsr=0.25,0.0,4.0,,
13971,90º,0.0,8.0,,
13972,tsr=1.0,0.0,4.0,,
13973,tsr=2.0,0.0,4.0,,
13974,tsr=3.0,0.0,4.0,,
13975,wooden,0.0,3.0,,
13976,sanding,0.0,1.0,,
13977,1920,0.0,1.0,,
13978,1930s,0.0,2.0,,
13979,f.m.,0.0,2.0,,
13980,asymmetrically,0.0,1.0,,
13981,overspeeding,0.0,1.0,,
13982,self-starting,0.0,1.0,,
13983,repetition,0.0,1.0,,
13984,1.204,0.0,2.0,,
13985,1.81e,0.0,2.0,,
13986,-05,0.0,2.0,,
13987,lookup,0.0,2.0,,
13988,υair,0.0,1.0,,
13989,ρair,0.0,1.0,,
13990,ν,0.0,2.0,,
13991,monotonous,0.0,1.0,,
13992,0º,0.0,1.0,,
13993,airw,0.0,2.0,,
13994,bl,0.0,3.0,,
13995,,0.0,3.0,,
13996,hlep,0.0,1.0,,
13997,,0.0,2.0,,
13998,-,0.0,2.0,,
13999,,0.0,2.0,,
14000,hurt,0.0,3.0,,
14001,,0.0,2.0,,
14002,,0.0,2.0,,
14003,,0.0,2.0,,
14004,π,0.0,2.0,,
14005,α,0.0,2.0,,
14006,cos,0.0,1.0,,
14007,",help",0.0,2.0,,
14008,f2,0.0,4.0,,
14009,120º,0.0,1.0,,
14010,reasoning,0.0,2.0,,
14011,h-darrius,0.0,2.0,,
14012,starter,0.0,3.0,,
14013,travels,0.0,1.0,,
14014,au3,0.0,2.0,,
14015,stp,0.0,2.0,,
14016,273,0.0,1.0,,
14017,101.3,0.0,1.0,,
14018,kpa,0.0,1.0,,
14019,0.647au3,0.0,1.0,,
14020,16/27,0.0,2.0,,
14021,0.593,0.0,4.0,,
14022,59.3,0.0,2.0,,
14023,re-writ,0.0,2.0,,
14024,multibladed,0.0,1.0,,
14025,sailwing,0.0,1.0,,
14026,windcharger,0.0,3.0,,
14027,prop-type,0.0,3.0,,
14028,prop,0.0,1.0,,
14029,---,0.0,1.0,,
14030,0.647,0.0,1.0,,
14031,s),0.0,1.0,,
14032,524,0.0,2.0,,
14033,0.1(,0.0,1.0,,
14034,524w,0.0,1.0,,
14035,52.4,0.0,1.0,,
14036,frontal,0.0,3.0,,
14037,eggbeater,0.0,1.0,,
14038,7.67,0.0,1.0,,
14039,204625,0.0,1.0,,
14040,stare,0.0,1.0,,
14041,memo,0.0,1.0,,
14042,50w,0.0,1.0,,
14043,mock,0.0,1.0,,
14044,0018,0.0,5.0,,
14045,4415,0.0,7.0,,
14046,tester,0.0,1.0,,
14047,carr,0.0,2.0,,
14048,pine,0.0,2.0,,
14049,albert,0.0,1.0,,
14050,murphy,0.0,1.0,,
14051,volunteer,0.0,1.0,,
14052,radially,0.0,1.0,,
14053,christmas,0.0,2.0,,
14054,exam,0.0,1.0,,
14055,setscrew,0.0,2.0,,
14056,2464,0.0,1.0,,
14057,donate,0.0,3.0,,
14058,lunenburg,0.0,1.0,,
14059,n.s.,0.0,1.0,,
14060,donation,0.0,2.0,,
14061,8641,0.0,1.0,,
14062,6001,0.0,1.0,,
14063,table7.1,0.0,1.0,,
14064,t-6061,0.0,4.0,,
14065,¾',0.0,1.0,,
14066,dowel,0.0,2.0,,
14067,springs,0.0,1.0,,
14068,tbd,0.0,4.0,,
14069,6102,0.0,1.0,,
14070,1502,0.0,2.0,,
14071,302,0.0,1.0,,
14072,402,0.0,1.0,,
14073,blot,0.0,1.0,,
14074,wold,0.0,1.0,,
14075,dal,0.0,1.0,,
14076,20004,0.0,1.0,,
14077,www.metalsdepot.com,0.0,1.0,,
14078,brainstorming,0.0,1.0,,
14079,complication,0.0,1.0,,
14080,http://eereweb.ee.doe.gov/windandhydro/wind_how.html,0.0,1.0,,
14081,wikipedia,0.0,1.0,,
14082,encyclopedia,0.0,1.0,,
14083,http://en.wikipedia.org/wiki/image:hdarrieus-rotor.png.jpg,0.0,1.0,,
14084,chang,0.0,1.0,,
14085,l..(,0.0,1.0,,
14086,ch,0.0,2.0,,
14087,brunswick,0.0,1.0,,
14088,http://www.ece.unb.ca/powereng/courses/ee6693/index.html,0.0,1.0,,
14089,earthlink,0.0,1.0,,
14090,http://www.av8n.com/how/htm/airfoils.html,0.0,1.0,,
14091,kirke,0.0,1.0,,
14092,kinloch,0.0,1.0,,
14093,griffith,0.0,1.0,,
14094,http://www4.gu.edu.au:8080/adt-root/public/adt-qgu20050916.120408,0.0,1.0,,
14095,sheldahl,0.0,1.0,,
14096,klimas,0.0,1.0,,
14097,1981,0.0,4.0,,
14098,characteristics,0.0,3.0,,
14099,symmetrical,0.0,3.0,,
14100,sections,0.0,3.0,,
14101,laboratories,0.0,2.0,,
14102,albuquerque,0.0,1.0,,
14103,nm.,0.0,1.0,,
14104,reuss,0.0,1.0,,
14105,generators,0.0,1.0,,
14106,http://wind.nrel.gov/osu_data/reports/7x10/n4415_7x10.pdf,0.0,1.0,,
14107,pawsey,0.0,1.0,,
14108,n.c.k.,0.0,1.0,,
14109,wales,0.0,1.0,,
14110,gipe,0.0,1.0,,
14111,chelsea,0.0,1.0,,
14112,http://www.eece.ksu.edu/~gjohnson/wind4.pdf,0.0,1.0,,
14113,0.083,0.0,1.0,,
14114,0.1534,0.0,1.0,,
14115,0.2009,0.0,1.0,,
14116,0.2003,0.0,1.0,,
14117,0.0328,0.0,1.0,,
14118,0.1413,0.0,1.0,,
14119,0.1142,0.0,1.0,,
14120,0.0703,0.0,1.0,,
14121,0.0215,0.0,1.0,,
14122,0.0311,0.0,1.0,,
14123,0.0848,0.0,1.0,,
14124,0.1387,0.0,1.0,,
14125,0.1928,0.0,1.0,,
14126,0.2468,0.0,1.0,,
14127,0.3008,0.0,1.0,,
14128,0.3548,0.0,1.0,,
14129,0.4079,0.0,1.0,,
14130,0.4606,0.0,1.0,,
14131,0.5121,0.0,1.0,,
14132,0.5838,0.0,1.0,,
14133,0.6161,0.0,1.0,,
14134,0.6687,0.0,1.0,,
14135,0.7216,0.0,1.0,,
14136,0.7744,0.0,1.0,,
14137,0.8276,0.0,1.0,,
14138,0.881,0.0,1.0,,
14139,0.9345,0.0,1.0,,
14140,0.0337,0.0,1.0,,
14141,0.0338,0.0,1.0,,
14142,0.0343,0.0,1.0,,
14143,0.0351,0.0,2.0,,
14144,0.0359,0.0,1.0,,
14145,0.046,0.0,2.0,,
14146,0.058,0.0,3.0,,
14147,0.072,0.0,3.0,,
14148,0.086,0.0,3.0,,
14149,0.101,0.0,3.0,,
14150,0.117,0.0,5.0,,
14151,0.134,0.0,4.0,,
14152,0.152,0.0,5.0,,
14153,0.171,0.0,5.0,,
14154,0.231,0.0,6.0,,
14155,20000,0.0,2.0,,
14156,0.1057,0.0,1.0,,
14157,0.2072,0.0,1.0,,
14158,0.3032,0.0,1.0,,
14159,0.3929,0.0,1.0,,
14160,0.4781,0.0,1.0,,
14161,0.0298,0.0,1.0,,
14162,0.1089,0.0,1.0,,
14163,0.0699,0.0,1.0,,
14164,0.032,0.0,1.0,,
14165,0.0856,0.0,1.0,,
14166,0.1894,0.0,1.0,,
14167,0.1934,0.0,1.0,,
14168,0.2474,0.0,1.0,,
14169,0.3014,0.0,1.0,,
14170,0.3554,0.0,1.0,,
14171,0.4089,0.0,1.0,,
14172,0.462,0.0,1.0,,
14173,0.5147,0.0,1.0,,
14174,0.5663,0.0,1.0,,
14175,0.6184,0.0,1.0,,
14176,0.6709,0.0,1.0,,
14177,0.7238,0.0,1.0,,
14178,0.7765,0.0,1.0,,
14179,0.8297,0.0,1.0,,
14180,0.8831,0.0,1.0,,
14181,0.9365,0.0,1.0,,
14182,0.0245,0.0,2.0,,
14183,0.0247,0.0,1.0,,
14184,0.0251,0.0,1.0,,
14185,0.0259,0.0,1.0,,
14186,0.027,0.0,1.0,,
14187,0.0282,0.0,1.0,,
14188,0.191,0.0,1.0,,
14189,-0.22,0.0,2.0,,
14190,0.3376,0.0,1.0,,
14191,0.4464,0.0,1.0,,
14192,0.5276,0.0,1.0,,
14193,0.6115,0.0,1.0,,
14194,-0.0212,0.0,1.0,,
14195,-0.0615,0.0,1.0,,
14196,0.016,0.0,1.0,,
14197,0.0344,0.0,1.0,,
14198,0.0869,0.0,1.0,,
14199,0.1406,0.0,1.0,,
14200,0.1945,0.0,1.0,,
14201,0.2484,0.0,1.0,,
14202,0.3024,0.0,1.0,,
14203,0.3563,0.0,1.0,,
14204,0.4107,0.0,1.0,,
14205,0.4644,0.0,1.0,,
14206,0.5178,0.0,1.0,,
14207,0.5708,0.0,1.0,,
14208,0.6232,0.0,1.0,,
14209,0.6755,0.0,1.0,,
14210,0.7283,0.0,1.0,,
14211,0.7809,0.0,1.0,,
14212,0.834,0.0,1.0,,
14213,0.8873,0.0,1.0,,
14214,0.9407,0.0,1.0,,
14215,0.0175,0.0,2.0,,
14216,0.0181,0.0,1.0,,
14217,0.0189,0.0,2.0,,
14218,0.0199,0.0,1.0,,
14219,0.0218,0.0,1.0,,
14220,0.0232,0.0,1.0,,
14221,0.445,0.0,1.0,,
14222,80000,0.0,1.0,,
14223,0.6384,0.0,1.0,,
14224,0.7227,0.0,1.0,,
14225,0.693,0.0,1.0,,
14226,0.001,0.0,1.0,,
14227,0.0413,0.0,1.0,,
14228,0.0911,0.0,1.0,,
14229,0.143,0.0,2.0,,
14230,0.1966,0.0,1.0,,
14231,0.2504,0.0,1.0,,
14232,0.3043,0.0,1.0,,
14233,0.3582,0.0,1.0,,
14234,0.4139,0.0,1.0,,
14235,0.4689,0.0,1.0,,
14236,0.5232,0.0,1.0,,
14237,0.577,0.0,1.0,,
14238,0.6305,0.0,1.0,,
14239,0.6839,0.0,1.0,,
14240,0.7373,0.0,1.0,,
14241,0.7902,0.0,1.0,,
14242,0.8432,0.0,1.0,,
14243,0.8963,0.0,1.0,,
14244,0.9496,0.0,1.0,,
14245,0.0133,0.0,1.0,,
14246,0.0134,0.0,3.0,,
14247,0.0138,0.0,1.0,,
14248,0.0145,0.0,1.0,,
14249,0.017,0.0,2.0,,
14250,0.0204,0.0,2.0,,
14251,0.0222,0.0,3.0,,
14252,0.975,0.0,2.0,,
14253,160000,0.0,1.0,,
14254,0.746,0.0,1.0,,
14255,0.8274,0.0,1.0,,
14256,0.8527,0.0,1.0,,
14257,0.1325,0.0,1.0,,
14258,0.195,0.0,2.0,,
14259,0.1533,0.0,1.0,,
14260,0.203,0.0,1.0,,
14261,0.0103,0.0,1.0,,
14262,0.0104,0.0,1.0,,
14263,0.0108,0.0,2.0,,
14264,0.0114,0.0,1.0,,
14265,0.0124,0.0,1.0,,
14266,0.0152,0.0,1.0,,
14267,0.0185,0.0,1.0,,
14268,0.0203,0.0,2.0,,
14269,0.0188,0.0,1.0,,
14270,0.076,0.0,1.0,,
